retailer_code:1,Division,Brand,pallet_number,full_,jnumber,model_number,title,Qty,msrp,Total Cost,Retail,Total Retail,Margin %,Margin $,eBay Price,sku,box,condition,condition_notes,band_size,date_listed,repair,manifested,upc
,Watches,Invicta,Watches4,J423166-00003-04168,J423166,,INVICTA MENS PRO DIVER XXL QUARTZ CHRONOGRAPH BRACELET WATCH BLACK SIZE: MENS,1,$259.00,$259.00,,,,,,1221,,2,scuffs on case,7,,,X,
,Watches,Invicta,Watches4,J431195-00465-01593,J431195,,"INVICTA WOMENS ANGEL""WINTER BLISS"" QUARTZ 5PC INTERCHANGEABLE STRAP SET GOLDTONE WOMENS",1,$43.68,$131.04,,,,,,1222,,2,,,,,X,
,Watches,Invicta,Watches4,J425224-09540-04168,J425224,,INVICTA MENS RESERVE ARSENAL SWISS MADE QUARTZ CHRONOGRAPH BRACELET WATCH ROSETONE MENS,1,$199.73,$199.73,,,,,,1223,,2,scuffs on case and band,7.5,,,X,
,Watches,Invicta,Watches4,J426901-00466-04168,J426901,,INVICTA MENS JASON TAYLOR SA V SWISS QUARTZ CHRONO LMT ED BRACELET WATCH SILVERTONE MENS,1,1440,1440,,,,,,1224,,2,,,,,X,
,Watches,Invicta,Watches4,J421827-00466-04168,J421827,,INVICTA MENS JASON TAYLOR CORDUBA MASTER CALENDAR MOP DIAL POLY STRAP WATCH SILVERTONE MENS,1,$269.75,$269.75,,,,,,1225,no movement 1,bad movement,doesnt tic,,,,X,
,Watches,Invicta,Watches4,J421820-00006-04168,J421820,,INVICTA RESERVE MENS JASON TAYLOR BOLT ZEUS SWISS CHRONO BRACELET WATCH BLUE MENS,1,1040,1040,,,,,,1226,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J434162-00465-04168,J434162,,INVICTA RESERVE MENS SUBAQUA NOMA I CHRONO SKELETON DIAL LTD ED WATCH W/ 8DC GOLDTONE MENS,1,$356.50,$713.00,,,,,,1227,,2,,8,,,X,
,Watches,Invicta,Watches4,J428499-00007-01593,J428499,,INVICTA WOMENS ANGEL DIVER QUARTZ DATE BRACELET WATCH BROWN WOMENS,1,$86.37,$86.37,,,,,,1228,,2,,7,,,X,
,Watches,Invicta,Watches4,J436543-00152-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH GUNMETAL WOMENS",1,$62.29,$124.58,,,,,,1229,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1230,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J413341-00006-04168,J413341,,TTV INVICTA MENS SEA HUNTER SWISS CHRONOGRAPH STAINLESS BRACELET WATCH BLUE MENS,1,$199.84,$199.84,,,,,,1231,,2,bottom pusher wont screw in,8.25,,,X,
,Watches,Invicta,Watches4,J439918-00006-00000,J439918,,INVICTA MENS AND WOMENS PRO DIVER QUARTZ DATE BRACELET WATCH W/ 3DC BLUE NO SIZE,1,$181.50,$181.50,,,,,,1232,,2,,8,,,X,
,Watches,Invicta,Watches4,J433484-09540-04168,J433484,,INVICTA MENS PRO DIVER OCEAN GHOST QUARTZ MOVEMENT BRACELET WATCH W/DC ROSETONE MENS,1,$68.46,$68.46,,,,,,1233,movement 1,hour minute hands dont adjust,,6.25,,,X,
,Watches,Invicta,Watches4,J425358-00006-04168,J425358,,INVICTA MENS PRO DIVER XXL QUARTZ CHRONO BRACELET WATCH BLUE SIZE: MENS,1,$108.86,$108.86,,,,,,1234,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J439516-00466-01593,J439516,,INVICTA WOMENS PRO DIVER WILDFLOWER QUARTZ CRYSTAL ACCENTED BRACELET WATCH SILVERTONE WOMENS,1,$84.50,$84.50,,,,,,1235,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J429561-06564-04168,J429561,,INVICTA MENS LUMINARY QUARTZ CHRONOGRAPH TRITIUM BRACELET WATCH SILVERTONE / BLACK MENS,1,$239.07,$239.07,,,,,,1236,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J402449-00006-04168,J402449,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ DIVE CASE BLUE MENS,1,$177.00,$177.00,,,,,,1237,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J429282-00388-01593,J429282,,TTV INVICTA LADY LUPAH EXOTIC SEMI-PRECIOUS GEMSTONE LTD ED BRACELET WATCH PERIDOT WOMENS,1,$173.61,$347.22,,,,,,1238,,2,scuffs on case and band,6.5,,,X,
,Watches,Invicta,Watches4,J424807-09540-01593,J424807,,INVICTA WOMENS PRO DIVER DIAMOND PAVE DIAL BRACELET WATCH W/ COLLECTOR CASE ROSETONE SIZE: WOMENS,1,$474.00,$474.00,,,,,,1239,,2,scuffs on case   ,6,,,X,
,Watches,Invicta,Watches4,J426523-00023-04168,J426523,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH PURPLE MENS,1,$177.25,$354.50,,,,,,1240,,2,scuff on bezel,8.5,,,X,
,Watches,Invicta,Watches4,J431621-00003-01593,J431621,,INVICTA WOMENS CORDUBA QUARTZ MULTIFUNCTION MOP DIAL LEATHER STRAP BLACK WOMENS,1,$63.97,$63.97,,,,,,1241,,,,,,,X,
,Watches,Invicta,Watches4,J402450-00005-04168,J402450,,INVICTA MENS PRO DIVER QUARTZ CHRONOGRAPH STANLESS BRACELET WATCH RED SIZE: MENS,1,$87.47,$87.47,,,,,,1242,no movement 1,broken stem,broken stem,7,,,X,
,Watches,Invicta,Watches4,J433470-00003-04168,J433470,,INVICTA MENS OCEAN GHOST QUARTZ STAINLESS STEEL BRACELET WATCH W/DC BLACK MENS,1,$75.32,$150.64,,,,,,1243,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J419919-00005-04168,J419919,,TTV INVICTA RESERVE MENS SPECIALTY SUBAQUA SWISS CHRONO POLISHED BRACELET WATCH RED MENS,1,$645.00,$645.00,,,,,,1244,,2,stem is bent wont screw down,6.75,,,X,
,Watches,Invicta,Watches4,J177181-00466-00241,J177181,,STSTL WTCH INVICTA SPORT DAY & DATE  QUARTZ STAINLESS STEEL WATCH SILVERTONE GENTS,1,$71.50,$143.00,,,,,,1245,no movement 1,second hand doesnt tic,second hand doesnt tic,7.25,,,X,
,Watches,Invicta,Watches4,J401060-00106-04168,J401060,,S. COIFMAN MENS SWISS AUTOMATIC STAINLESS CASE LEATHER STRAP WATCH CHAMPAGNE MENS,1,$278.63,$278.63,,,,,,1246,,2,,,,,X,
,Watches,Invicta,Watches4,J428073-31175-04168,J428073,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO MOP DIAL BRACELET WATCH BLACK/BLUE MENS,1,$770.00,$770.00,,,,,,1247,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J419919-00003-04168,J419919,,TTV INVICTA RESERVE MENS SPECIALTY SUBAQUA SWISS CHRONO POLISHED BRACELET WATCH BLACK MENS,1,$645.00,1290,,,,,,1248,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J432131-00466-04168,J432131,,INVICTA MENS SPECIALTY QUARTZ CHRONO BRACELET W/8DC SILVERTONE MENS,1,$118.00,$118.00,,,,,,1249,,2,tiny crack in glass missing one screw on crown guard,9,,,X,
,Watches,Invicta,Watches4,J407765-00003-04168,J407765,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ 3 SLOT DC BLACK SIZE: MENS,1,$203.25,$609.75,,,,,,1250,no other 1,Chipped crystal,,,,no,X,
,Watches,Invicta,Watches4,J432567-00003-04168,J432567,,INVICTA MENS SPECIALTY PYTHON MECHANICAL SKELETONIZED DIAL BRACELET WATCH BLACK MENS,1,$181.75,$545.25,,,,,,1251,,2,minor scuffs,7,,,X,
,Watches,Invicta,Watches4,J418461-00466-04168,J418461,,INVICTA MENS PRO DIVER OCEAN GHOST CARBON FIBER DIAL  BRACELET WATCH W/8DC SILVERTONE MENS,1,$162.00,$162.00,,,,,,1252,,2,scuffs,7.75,,,X,
,Watches,Invicta,Watches4,J422089-00466-04168,J422089,,INVICTA RESERVE MENS SUBAQUA NOMA I  SWISS QUARTZ CHRONO BLACK SPINEL BRA WATCH SILVERTONE MENS,1,$586.36,$586.36,,,,,,1253,,2,scuffs,7,,,X,
,Watches,Invicta,Watches4,J435226-00465-07261,J435226,,INVICTA 38MM SPECIALTY QUARTZ STAINLESS STEEL BRACELET WATCH GOLDTONE 38MM,1,$89.00,$89.00,,,,,,1254,,2,,5.75,,,X,
,Watches,Invicta,Watches4,J179937-00465-04168,J179937,,INVICTA MENS SLIM INTERCHANGEABLE STRAP SET STAINLESS STEEL CASE MOTHER OF PEARL DIAL LEATHER STRAP WATCH GOLDTONE SIZE: MENS,1,$49.81,$49.81,,,,,,1255,,2,Scuffs of bezel,,,,X,
,Watches,Invicta,Watches4,J440384-00006-04168,J440384,,INVICTA MENS COALITION FORCES SWISS QUARTZ CHRONO BRACELET WATCH W/ 1DC BLUE MENS,1,$398.00,$398.00,,,,,,1256,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J405018-00465-04168,J405018,,INVICTA MENS SPORT QUARTZ CHRONOGRAPH STAINLESS STEEL BRACELET WATCH GOLDTONE SIZE: MENS,1,$121.75,$121.75,,,,,,1257,,2,scuffs on case,6.75,,,X,
,Watches,Invicta,Watches4,J433406-00006-04168,J433406,,INVICTA MENS SEA SPIDER QUARTZ CHRONO PU/STAINLESS STEEL BRACELET WATCH BLUE MENS,1,$136.00,$136.00,,,,,,1258,no other 1,Missing chain,missing chain,8,,,X,
,Watches,Invicta,Watches4,J436543-00004-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH WHITE WOMENS",1,$62.29,$186.87,,,,,,1259,,2,,7,,,X,
,Watches,Invicta,Watches4,J434056-09540-04168,J434056,,INVICTA RESERVE MENS ARSENAL SWISS A07 CHRONO MOP DIAL BRACELET WATCH ROSETONE MENS,1,1210,1210,,,,,,1260,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J428989-09540-04168,J428989,,INVICTA RESERVE MENS SPECIALTY SUBAQUA COSC CHRONO BRACELET WATCH ROSETONE MENS,1,$569.00,$569.00,,,,,,1261,,2,,8,,,X,
,Watches,Invicta,Watches4,J431083-00466-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE SILVERTONE WOMENS,1,$61.23,$61.23,,,,,,1262,,2,scratches and scuffs,6.75,,,X,
,Watches,Invicta,Watches4,J436562-00152-00348,J436562,,"INVICTA MID ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH GUNMETAL MID",1,$58.39,$58.39,,,,,,1263,,2,,6,,,X,
,Watches,Invicta,Watches4,J426902-00140-04168,J426902,,INVICTA RESERVE MENS JT BOLT ZEUS QUARTZ CHRONO LMT ED BRACELET WATCH W/3DC YELLOW MENS,1,$497.10,$497.10,,,,,,1264,,2,,7,,,X,
,Watches,Invicta,Watches4,J423293-00465-04168,J423293,,INVICTA MENS SEA THUNDER QUARTZ CHRONOGRAPH BRACELET WATCH GOLDTONE SIZE: MENS,1,$310.00,$310.00,,,,,,1265,no other 1,2,missing one bezel marker,7.25,,,X,
,Watches,Invicta,Watches4,J422284-09540-04168,J422284,,INVVICTA MENS PRO DIVER QUARTZ CHRONOGRAPH BRACELET WATCH ROSETONE SIZE: MENS,1,$59.87,$59.87,,,,,,1266,,2,scuffs on case,7.75,,,X,
,Watches,Invicta,Watches4,J437310-00152-04168,J437310,,INVICTA RESERVE MENS ARSENAL SWISS AUTO A07 MOP DIAL BRACELET WATCH GUNMETAL MENS,1,1000,1000,,,,,,1267,,2,,6.5,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1268,band 1,band broken,missing link,,,,X,
,Watches,Invicta,Watches4,J405306-27328-01593,J405306,,INVICTA WOMENS ANGEL MOP DIAL CHRONOGRAPH STAINLESS STEEL BRACELET WATCH PLANTINUM MOP SIZE: WOMENS,1,$133.75,$401.25,,,,,,1269,,2,scuffs on case and band,8,,,X,
,Watches,Invicta,Watches4,J431912-00465-01593,J431912,,INVICTA WOMENS ANGEL QUARTZ MOVEMENT DIAMOND ACCENTED BEZEL BRACELET WATCH GOLDTONE WOMENS,1,$281.10,$281.10,,,,,,1270,,2,,6,,,X,
,Watches,Invicta,Watches4,J431643-09540-04168,J431643,,INVICTA MENS PRO DIVER CLASSIC QUARTZ BRACELET WATCH W/3DC ROSETONE MENS,1,$49.68,$49.68,,,,,,1271,,2,scuffs dents,7.25,,,X,
,Watches,Invicta,Watches4,J425613-08260-04168,J425613,,TTV INVICTA RESERVE MENS ARSENAL VALJOUX 7750 STAINLESS STEEL BRACELET WATCH ROSETONE / BLACK MENS,1,$599.00,1198,,,,,,1272,no movement 1,Movement,Movement doesnt tic,7.75,,,X,
,Watches,Adee Kaye - Oniss,Watches4,J431122-00004-01593,J431122,,TTV ONISS WOMENS BELLISSIMA CERAMIC BRACELET WATCH WITH SWAROVSKI ELEMENTS WHITE WOMENS,1,$49.83,$99.66,,,,,,1273,no other 1,Broken case,case is broken,na,,,X,
,Watches,Invicta,Watches4,J428220-09540-01593,J428220,,INVICTA WOMENS ANGEL MORGANITE & DIAMOND PAVE BRACELET WATCH W/BOX ROSETONE WOMENS,1,$770.00,$770.00,,,,,,1274,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J410742-00007-04168,J410742,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO MOP STAINLESS BRACELET WATCH BROWN SIZE: MENS,1,$399.13,$399.13,,,,,,1275,no other 1,detached crown,,8.5,,,X,
,Watches,Adee Kaye - Oniss,Watches4,J435045-00466-01593,J435045,,ONISS WOMENS/MENS COUBER SWISS PARTS QUARTZ CRYSTAL ACCENTED BRACELET WATCH SILVERTONE WOMENS,1,$129.21,$129.21,,,,,,1276,,2,scuffs on case and band,6,,,X,
,Watches,Invicta,Watches4,J421663-00007-01593,J421663,,INVICTA WOMENS PRO DIVER QUARTZ DATE BRACELET WATCH W/ COLLECTORS BOX BROWN WOMENS,1,$79.92,$159.84,,,,,,1277,,gooid,,7,,,X,
,Watches,Invicta,Watches4,J407740-00168-04168,J407740,,INVICTA MENS RUSSIAN DIVER CERAMIC SKELETON MECHANICAL WATCH BLACK / BLACK SIZE: MENS,1,$126.37,$126.37,,,,,,1278,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J436527-00465-00348,J436527,,INVICTA RESERVE MID VENOM SWISS QUARTZ CHRONO HIGH POLISH BRACELET WATCH GOLDTONE MID,1,$491.00,$491.00,,,,,,1279,,2,scuffs on case  ,6.75,,,X,
,Watches,Invicta,Watches4,J433455-00465-04168,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC GOLDTONE MENS,1,$49.73,$99.46,,,,,,1280,,2,scuffs on case and band,6.25,,,X,
,Watches,Invicta,Watches4,J432922-32603-04168,J432922,,INVICTA RESERVE MENS ARSENAL SWISS QUARTZ CHRONO BRACELET WATCH GUNMETAL/GOLDTONE MENS,1,$491.00,$491.00,,,,,,1281,no other 1,bottom pusher broken,bottom pusher broken,6.75,,,X,
,Watches,Invicta,Watches4,J416733-09540-01593,J416733,,TTV INVICTA WOMEN ANGEL STARLIGHT MOP DIAL BRACELET WATCH W/ 3 SLOT BOX ROSETONE SIZE: WOMENS,1,$49.84,$99.68,,,,,,1282,,2,scuffs on side of case,6.25,,,X,
,Watches,Invicta,Watches4,J176453-00466-00241,J176453,,STSTL WTCH INVICTA RESERVE SUBAQUA VENOM SWISS QUARTZ CHRONOGRAPH STAINLESS STEEL BRACELET SILVERTONE SIZE: GENTS,1,$825.00,$825.00,,,,,,1283,no movement 1,chrono doesnt work,stem is crooked,,,,X,
,Watches,Invicta,Watches4,J429423-00007-04168,J429423,,INVICTA RESERVE MENS BOLT ZEUS SWISS AUTOMATIC STAINLESS BRACELET WATCH BROWN MENS,1,$945.00,$945.00,,,,,,1284,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J434362-00465-08420,J434362,,TTV INVICTA 48MM OR 38MM PRO DIVER SCUBA SPECIAL ED 1.0 BRACELET WATCH 8DC GOLDTONE 48MM,1,$169.09,$338.18,,,,,,1285,,2,,8,,,X,
,Watches,Invicta,Watches4,J422447-09540-04168,J422447,,INVICTA MENS SPECIALTY QUARTZ CHRONOGRAPH BRACELET WATCH ROSETONE SIZE: MENS,1,$133.00,$133.00,,,,,,1286,no movement 1,stem and crown broken,stem and crown broken,,,,X,
,Watches,Invicta,Watches4,J435802-00466-01593,J435802,,INIVCTA WOMENS VINTAGE QUARTZ STAINLESS BRACELET WATCH SILVERTONE WOMENS,1,$156.00,$156.00,,,,,,1287,,2,,7,,,X,
,Watches,Invicta,Watches4,J433438-00466-04168,J433438,,INVICTA MENS GRAND DIVER 54MM QUARTZ DATE STAINLESS BRACELET WATCH SILVERTONE MENS,1,$171.00,$171.00,,,,,,1288,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J428634-00021-01593,J428634,,INVICTA WOMENS SUBAQUA NOMA III MORGANITE SWISS QUARTZ CHRONO BRACELET PINK WOMENS,1,$598.43,$598.43,,,,,,1289,,2,crown guard wont stay latched,6.25,,,X,
,Watches,Invicta,Watches4,J423984-00006-04168,J423984,,INVICTA MENS RUSSIAN DIVER QUARTZ CHRONO CAMO DIAL BRACELET WATCH BLUE SIZE: MENS,1,$248.00,$248.00,,,,,,1290,no movement 1,stem and crown broken,,,,,X,
,Watches,Invicta,Watches4,J435219-00007-04168,J435219,,INVICTA MENS SPECIALTY QUARTZ DATE LEATHER STRAP WATCH W/ TRAVEL BOX BROWN MENS,1,$42.20,$42.20,,,,,,1291,,2,,,,,X,
,Watches,Invicta,Watches4,J435755-00465-01593,J435755,,INVICTA WOMENS PRO DIVER QUARTZ STAINLESS BRACELET WATCH GOLDTONE WOMENS,1,$89.00,$89.00,,,,,,1292,,2,,7,,,X,
,Watches,Invicta,Watches4,J433455-00465-04168,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC GOLDTONE MENS,1,$49.73,$99.46,,,,,,1293,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J435749-00003-04168,J435749,,INVICTA RESERVE MENS BOLT ZEUS SWISS DUBOIS DEPRAZ AUTOMATIC BRACELET WATCH BLACK MENS,1,$920.00,$920.00,,,,,,1294,,2,chrono does not reset to zero,8,,,X,
,Watches,Invicta,Watches4,J424806-00465-04168,J424806,,INVICTA MENS GRAND DIVER QUARTZ STAINLESS STEEL BRACELET WATCH GOLDTONE SIZE: MENS,1,$54.81,$54.81,,,,,,1295,,2,,7,,,X,
,Watches,Invicta,Watches4,J435499-00006-04168,J435499,,INIVICTA MENS PRO DIVER QUARTZ DIAMOND ACCENT STAINLESS STEEL BRACELET WATCH BLUE MENS,1,$195.00,$195.00,,,,,,1296,,2,,8,,,X,
,Watches,Invicta,Watches4,J430687-00006-04168,J430687,,INVICTA MENS SEA SPIDER QUARTZ CHRONO STAINLESS/PU BRACELET WATCH BLUE MENS,1,$177.25,$177.25,,,,,,1297,,2,missing screw on lug,9,,,X,
,Watches,Invicta,Watches4,J436543-00004-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH WHITE WOMENS",1,$62.29,$186.87,,,,,,1298,,2,pin sticking out,7,,,X,
,Watches,Invicta,Watches4,J422085-00466-04168,J422085,,INVICTA MENS GRAND DIVER SWISS QUARTZ CHRONO BLACK SPINEL MOP DIAL BRA WATCH SILVERTONE SIZE: MENS,1,$568.00,$568.00,,,,,,1299,no other 1,cracked crystal,works fine,8.75,,,X,
,Watches,Invicta,Watches4,J414327-00023-04168,J414327,,INVICTA MENS SUBAQUA NOMA III SWISS CHRONOGRAPH BRACELET WATCH PURPLE SIZE: MENS,1,$421.00,$421.00,,,,,,1300,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J441229-12260-04168,J441229,,"TTV INVICTA MENS PRO DIVER ""MASTER OF THE OCEAN"" QUARTZ PU STRAP WATCH W/1-SLOT SILVERTONE / BLUE MENS",1,$93.25,$93.25,,,,,,1301,,2,,,,,X,
,Watches,Invicta,Watches4,J434822-09540-01593,J434822,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE MOSAIC MOP DIAL BRACELET WATCH ROSETONE WOMENS,1,$199.77,$799.08,,,,,,1302,,2,scuffs on case and band,6,,,X,
,Watches,Invicta,Watches4,J432065-00152-04168,J432065,,INVICTA MENS SPECIALTY QUARTZ POLYURETHANE STRAP WATCH GUNMETAL MENS,1,$49.99,$49.99,,,,,,1303,no other 1,second hand loose,,,,,X,
,Watches,Invicta,Watches4,J420502-00003-00348,J420502,,INVICTA RESERVE VENOM SWISS QUARTZ CHRONO STAINBLESS BRACELET WATCH BLACK MID,1,$309.35,$309.35,,,,,,1304,no movement 1, crown and stem broken,crown and stem broken,6.25,,,X,
,Watches,Invicta,Watches4,J440884-00006-04168,J440884,,INVICTA RESERVE MENS SPEEDWAY SWISS VALJOUX AUTO CHRONO BRACELET WATCH BLUE MENS,1,$925.00,$925.00,,,,,,1305,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J432132-00465-07261,J432132,,TTV INVICTA 47MM/38MM GRAND DIVER DIAMOND AUTO OPEN HEART WATCH W COLLECTORS BOX GOLDTONE 38MM,1,$329.00,$658.00,,,,,,1306,,2,missing three gems,6,,,X,
,Watches,Misc Brand,Watches4,J433472-00006-01593,J433472,,CONSTANTIN WEISZ WOMENS CRYSTAL ACCENT MOP DIAL MECHANICAL LEATHER STRAP WATCH BLUE WOMENS,1,$57.44,$57.44,,,,,,1307,,2,,,,,X,
,Watches,Invicta,Watches4,J432544-00465-01593,J432544,,INVICTA WOMENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/3DC GOLDTONE WOMENS,1,$165.00,$330.00,,,,,,1308,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J432132-00465-07261,J432132,,TTV INVICTA 47MM/38MM GRAND DIVER DIAMOND AUTO OPEN HEART WATCH W COLLECTORS BOX GOLDTONE 38MM,1,$329.00,$658.00,,,,,,1309,,2,,8,,,X,
,Watches,Misc Brand,Watches4,J417916-14441-04168,J417916,,CONSTANTIN WEISZ MENS AUTOMATIC OPEN HEART BRACELET WATCH SILVERTONE / ROSETONE SIZE: MENS,1,$194.75,$194.75,,,,,,1310,,2,,8.75,,,X,
,Watches,Invicta,Watches4,J431643-00465-04168,J431643,,INVICTA MENS PRO DIVER CLASSIC QUARTZ BRACELET WATCH W/3DC GOLDTONE MENS,1,$49.68,$149.04,,,,,,1311,no movement 1,stem and crown missing,stem and crown missing,8.75,,,X,
,Watches,Invicta,Watches4,J426905-00003-04168,J426905,,INVICTA RESERVE MENS JASON TAYLOR BOLT ZEUS CHRONO QUARTZ BRACELET WATCH W/3DC BLACK MENS,1,$945.00,$945.00,,,,,,1312,,2,scuffs on case,7,,,X,
,Watches,Invicta,Watches4,J410500-00015-04168,J410500,,INVICTA RESERVE BOLT ZEUS SWISS CHRONO MOP DIAL STAINLESS CASE POLY STRAP WATCH CHARCOAL SIZE: MENS,1,$459.18,$459.18,,,,,,1313,,2,scuffs on bezel and case,,,,X,
,Watches,Invicta,Watches4,J430667-00466-01593,J430667,,INVICTA WOMENS ANGEL QUARTZ DIAMOND ACCENTED BEZEL BRACELET WATCH SILVERTONE WOMENS,1,$136.00,$136.00,,,,,,1314,,2,,6.75,,,X,
,Watches,Android,Watches4,J440275-00003-00000,J440275,,ANDROID BRUSHED BLACK CERAMIC 24MM BRACELET BLACK NO SIZE,1,$181.50,$181.50,,,,,,1315,,2,,,,,X,
,Watches,Invicta,Watches4,J429934-00006-04168,J429934,,INVICTA MENS LUPAH DIVER QUARTZ CHRONO BRACELET WATCH BLUE MENS,1,$109.57,$109.57,,,,,,1316,,2,scuffs on case,6.75,,,X,
,Watches,Invicta,Watches4,J410742-00020-04168,J410742,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO MOP STAINLESS BRACELET WATCH GREY SIZE: MENS,1,$399.13,$399.13,,,,,,1317,no movement 1,crown and stem missing,,7.5,,,X,
,Watches,Invicta,Watches4,J431186-00006-04168,J431186,,INVICTA MENS AUSTRALIAN PRO DIVER AUTOMATIC BRACELET WATCH BLUE MENS,1,$199.25,$199.25,,,,,,1318,,2,,7,,,X,
,Watches,Invicta,Watches4,J433479-00466-04168,J433479,,INVICTA MENS PRO DIVER QUARTZ DIAMOND ACCENTED BEZEL BRACELET WATCH SILVERTONE MENS,1,$166.25,$498.75,,,,,,1319,no movement 1,stem and crown broken,,,,,X,
,Watches,Invicta,Watches4,J433479-00465-04168,J433479,,INVICTA MENS PRO DIVER QUARTZ DIAMOND ACCENTED BEZEL BRACELET WATCH GOLDTONE MENS,1,$166.25,$166.25,,,,,,1320,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J426063-00466-04168,J426063,,TTV INVICTA MENS OR WOMENS PRO DIVER QUARTZ STAINLESS BRACELET WATCH SILVERTONE MENS,1,$65.86,$65.86,,,,,,1321,no movement 1,stem and crown missing,8.25,,,,X,
,Watches,Invicta,Watches4,J429923-00007-04168,J429923,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BROWN MENS,1,$314.14,$942.42,,,,,,1322,,2,new battery,8.5,,,X,
,Watches,Invicta,Watches4,J418463-14441-04168,J418463,,INVICTA PRO DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ 8 SLOT DIVE CASE SILVERTONE / ROSETONE SIZE: MENS,1,$79.26,$79.26,,,,,,1323,no movement 1,stem and crown broken,stem and crown broken,,,,X,
,Watches,Invicta,Watches4,J431643-00465-04168,J431643,,INVICTA MENS PRO DIVER CLASSIC QUARTZ BRACELET WATCH W/3DC GOLDTONE MENS,1,$49.68,$149.04,,,,,,1324,,2,scuffs on case and band,8.5,,,X,
,Watches,Invicta,Watches4,J432132-00465-07260,J432132,,TTV INVICTA 47MM/38MM GRAND DIVER DIAMOND AUTO OPEN HEART WATCH W COLLECTORS BOX GOLDTONE 47MM,1,$329.00,$658.00,,,,,,1325,,2,,7,,,X,
,Watches,Invicta,Watches4,J437622-00152-04168,J437622,,INVICTA MENS PRO DIVER ELEGANT DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH GUNMETAL MENS,1,$159.50,$478.50,,,,,,1326,no movement 1,stem and crown missing,,,,,X,
,Watches,Invicta,Watches4,J425286-00466-04168,J425286,,INVICTA MENS GRAND DIVER LMT ED SWISS QUARTZ CHRONO TRITIUM BRACELET WATCH SILVERTONE SIZE: MENS,1,$500.00,$500.00,,,,,,1327,,2,top pusher doesnt always push,8.25,,,X,
,Watches,Invicta,Watches4,J418229-00006-04168,J418229,,TTV INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO STAINLESS BRACELET WATCH BLUE SIZE: MENS,1,$99.94,$99.94,,,,,,1328,no movement 1,stem and crown,stem and crown broken,,,,X,
