retailer_code:1,Division,Brand,pallet_number,full_,jnumber,model_number,title,Qty,msrp,Total Cost,Retail,Total Retail,Margin %,Margin $,eBay Price,sku,box,condition,condition_notes,band_size,date_listed,repair,manifested,upc
,Watches,Invicta,Watches4,J405306-27328-01593,J405306,,INVICTA WOMENS ANGEL MOP DIAL CHRONOGRAPH STAINLESS STEEL BRACELET WATCH PLANTINUM MOP SIZE: WOMENS,1,$133.75,$401.25,,,,,,1439,,2,,6,,,X,
,Watches,Invicta,Watches4,J434822-09540-01593,J434822,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE MOSAIC MOP DIAL BRACELET WATCH ROSETONE WOMENS,1,$199.77,$799.08,,,,,,1440,,2,scuffs on case,6.5,,,X,
,Watches,Invicta,Watches4,J435757-00020-04168,J435757,,INVICTA MENS LUPAH REVOLUTION CERAMIC QUARTZ CHRONOGRAPH LEATHER STRAP WATCH GREY MENS,1,$129.40,$129.40,,,,,,1441,no movement 1,stem and crown broken,cracked crystal,,,,X,
,Watches,Invicta,Watches4,J333346-09601-04168,J333346,,INVICTA RESERVE MENS ARSENAL SWISS CHRONOGRAPH  BIG DATE STAINLESS BRACELET WATCH BLACK / SILVERTONE SIZE: MENS,1,$595.00,$595.00,,,,,,1442,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J424811-00004-04168,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH WHITE SIZE: MENS,1,$66.48,$66.48,,,,,,1443,,2,,5.5,,,X,
,Watches,Invicta,Watches4,J428985-00004-04168,J428985,,INVICTA MENS BOLT QUARTZ CHRONOGRAPH CERAMIC BRACELET WATCH WHITE MENS,1,$199.67,$199.67,,,,,,1444,no movement 1,date window wont update,,8.75,,,X,
,Watches,Invicta,Watches4,J428605-00021-01593,J428605,,INVICTA WOMENS CERAMICS QUARTZ BRACELET WATCH PINK WOMENS,1,$65.82,$65.82,,,,,,1445,no band 1,case link broken,case broken,,,,X,
,Watches,Invicta,Watches4,J426667-00465-01593,J426667,,"INVICTA WOMENS ANGEL ""HOLD MY HEART"" QUARTZ CRYSTAL ACCENT BRACELET WATCH W/BOX GOLDTONE WOMENS",1,$64.23,$64.23,,,,,,1446,,2,6.25,,,,X,
,Watches,Invicta,Watches4,J407765-00003-04168,J407765,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ 3 SLOT DC BLACK SIZE: MENS,1,$203.25,$609.75,,,,,,1447,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J432544-28982-01593,J432544,,INVICTA WOMENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/3DC TWO TONE WOMENS,1,$165.00,$330.00,,,,,,1448,,2,,8,,,X,
,Watches,Invicta,Watches4,J424019-24899-04168,J424019,,INVICTA MENS AKULA SPORT QUARTZ CHRONO SILICON STRAP WATCH OLIVE GREEN MENS,1,$246.00,$246.00,,,,,,1449,no band 1,nah,,,,,X,
,Watches,Invicta,Watches4,J427884-00466-04168,J427884,,INVICTA RESERVE MENS BOLT ZEUS ELEGANT SWISS QUARTZ CHRONO STAINLESS BRACELET W SILVERTONE MENS,1,$870.00,$870.00,,,,,,1450,no band 1,missing steel piece link,,,,,X,
,Watches,Invicta,Watches4,J426897-00004-04168,J426897,,INVICTA RESERVE MENS JT VENOM SWISS CHRONO LMT ED TITANIUM CASE STRAP WATCH W/DC WHITE MENS,1,$645.00,1290,,,,,,1451,no movement 1,stem is broken,,,,,X,
,Watches,Invicta,Watches4,J431186-00003-04168,J431186,,INVICTA MENS AUSTRALIAN PRO DIVER AUTOMATIC BRACELET WATCH BLACK MENS,1,$199.25,$398.50,,,,,,1452,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J424811-00006-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH BLUE SIZE: WOMENS,1,$66.48,$66.48,,,,,,1453,no band 1,clasp link broken,,,,,X,
,Watches,Invicta,Watches4,J431444-00006-04168,J431444,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO STAINLESS BRACELET WATCH BLUE MENS,1,$168.50,$168.50,,,,,,1454,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J429557-00466-07260,J429557,,TTV INVICTA RESERVE PRO DIVER CHRONO NEON APATITE BEZEL LTD ED WATCH W/ 8DC SILVERTONE 47MM,1,$379.00,$379.00,,,,,,1455,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J177181-00466-00241,J177181,,STSTL WTCH INVICTA SPORT DAY & DATE  QUARTZ STAINLESS STEEL WATCH SILVERTONE GENTS,1,$71.50,$143.00,,,,,,1456,no movement 1,hour and day hand dont move,,6.75,,,X,
,Watches,Invicta,Watches4,J426523-00466-04168,J426523,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH SILVERTONE MENS,1,$177.25,$354.50,,,,,,1457,no movement 1,stem and crown ,,6.75,,,X,
,Watches,Invicta,Watches4,J414801-00005-04168,J414801,,INVICTA RESERVE SPEAICALTY SUBAQUA SWISS QUARTZ RETROGRADE LEATHER STRAP WATCH RED SIZE: MENS,1,$279.81,$279.81,,,,,,1458,no movement 1,stem broken,,,,,X,
,Watches,Invicta,Watches4,J429282-00852-01593,J429282,,TTV INVICTA LADY LUPAH EXOTIC SEMI-PRECIOUS GEMSTONE LTD ED BRACELET WATCH TOURMALINE WOMENS,1,$173.61,$347.22,,,,,,1459,,2,scratches on band,8.25,,,X,
,Watches,Invicta,Watches4,J434870-09540-04168,J434870,,INVICTA MENS SEA SPIDER MECHANICAL POLYUREHTANE BRACELET WATCH ROSETONE MENS,1,$156.80,$156.80,,,,,,1460,no movement 1,escapement defective,,7,,,X,
,Watches,Invicta,Watches4,J434870-00003-04168,J434870,,INVICTA MENS SEA SPIDER MECHANICAL POLYUREHTANE BRACELET WATCH BLACK MENS,1,$156.80,$313.60,,,,,,1461,no movement 1,movement wont wind,,,,,X,
,Watches,Misc Brand,Watches4,J430027-00090-04168,J430027,,WEWOOD MENS METIS QUARTZ MOVEMENT WOODEN BRACELET WATCH CHOCOLATE MENS,1,$120.00,$240.00,,,,,,1462,,2,chipped crystal,8.25,,,X,
,Watches,Invicta,Watches4,J429559-00023-04168,J429559,,INVICTA RESERVE MENS VENOM SWISS MADE QUARTZ CHRONO WATCH 3PC SET & STAND W/8DC PURPLE MENS,1,$416.00,$416.00,,,,,,1463,no movement 1,stem is broken,,,,,X,
,Watches,Renato,Watches4,J417204-00003-04168,J417204,,RENATO MENS WILDE BEAST 50MM BRACELET WATCH BLACK SIZE: MENS,1,$199.76,$199.76,,,,,,1464,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J434642-00466-01593,J434642,,TTV INVICTA WOMENS ANGEL STARDUST MULTIFUNCTION MOP DIAL WATCH W/TRAVEL CASE SILVERTONE WOMENS,1,$59.65,$59.65,,,,,,1465,,2,scuffs on case,6.25,,,X,
,Watches,Misc Brand,Watches4,J420138-00003-04168,J420138,,CONSTANTIN WEISZ MENS MECHANICAL BRIDGE STRAP WATCH W/ 10 SLOT BOX BLACK MENS,1,$69.52,$69.52,,,,,,1466,,2,,,,,X,
,Watches,Invicta,Watches4,J404264-00465-04168,J404264,,INVICTA MENS PRO DIVER AUTOMATIC BRACELET WATCH W/ BUCKET GOLDTONE SIZE: MENS,1,$146.00,$146.00,,,,,,1467,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J424811-00006-04168,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH BLUE SIZE: MENS,1,$66.48,$66.48,,,,,,1468,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J431186-00003-04168,J431186,,INVICTA MENS AUSTRALIAN PRO DIVER AUTOMATIC BRACELET WATCH BLACK MENS,1,$199.25,$398.50,,,,,,1469,,2,,8,,,X,
,Watches,Invicta,Watches4,J436886-00003-04168,J436886,,INVICTA RESERVE MENS EXCURSION SWISS QUARTZ CHRONO BRACELET WATCH W/ 3DC BLACK MENS,1,$326.00,$326.00,,,,,,1470,,2,bezel spins freely,7.5,,,X,
,Watches,Invicta,Watches4,J434642-00465-01593,J434642,,TTV INVICTA WOMENS ANGEL STARDUST MULTIFUNCTION MOP DIAL WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$59.65,$178.95,,,,,,1471,no other 1,back case wont screw on,,,,,X,
,Watches,Invicta,Watches4,J403679-09540-04168,J403679,,INVICTA PRO DIVER OCEAN GHOST AUTO STAINLESS STEEL BRACELET WATCH W/ DIVE CASE ROSETONE MENS,1,$175.00,$175.00,,,,,,1472,,2,missing bezel marker scuffs on case and band,7,,,X,
,Watches,Invicta,Watches4,J441769-09540-04168,J441769,,INVICTA RESERVE MENS PRO DIVER SWISS ETA 7750 AUTO LEATHER STRAP WATCH W/ 1DC ROSETONE MENS,1,$890.00,$890.00,,,,,,1473,,2,,,,,X,
,Watches,Invicta,Watches4,J416270-00465-01593,J416270,,INVICTA WOMENS PRO DIVER QUARTZ DIAMOND PAVE DIAL WATCH W/ PINK COLLECTOR CASE GOLDTONE WOMENS,1,$820.00,$820.00,,,,,,1474,,2,scuffs on band and case,6,,,X,
,Watches,Invicta,Watches4,J429282-00852-01593,J429282,,TTV INVICTA LADY LUPAH EXOTIC SEMI-PRECIOUS GEMSTONE LTD ED BRACELET WATCH TOURMALINE WOMENS,1,$173.61,$347.22,,,,,,1475,,2,scuffs onband,7.25,,,X,
,Watches,Invicta,Watches4,J434084-00466-04168,J434084,,INVICTA MENS CORDUBA IBIZA QUARTZ DATE & DAY CARBON FIBER DIAL PU STRAP WATCH SILVERTONE MENS,1,$185.49,$370.98,,,,,,1476,no band 1,both lug pins missing,,,,,X,
,Watches,Invicta,Watches4,J435582-00088-04168,J435582,,TTV INVICTA MENS RUSSIAN DIVER ARTIST SERIES QUARTZ LTD ED STRAP WATCH W/8DC ORANGE MENS,1,$137.90,$137.90,,,,,,1477,,2,,,,,X,
,Watches,Invicta,Watches4,J416733-09540-01593,J416733,,TTV INVICTA WOMEN ANGEL STARLIGHT MOP DIAL BRACELET WATCH W/ 3 SLOT BOX ROSETONE SIZE: WOMENS,1,$49.84,$99.68,,,,,,1478,,2,scuffs on case and band,7.5,,,X,
,Watches,Invicta,Watches4,J428988-00003-04168,J428988,,INVICTA RESERVE BOLT ZEUS SWISS DUBOIS DEPRAZ AUTOMATIC BRACELET WATCH BLACK MENS,1,1040,2080,,,,,,1479,no band 1,clasp pin broken,second hand detached,,,,X,
,Watches,Invicta,Watches4,J436562-00006-00348,J436562,,"INVICTA MID ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH BLUE MID",1,$58.39,$58.39,,,,,,1480,no band 1,band link is broken,,,,,X,
,Watches,Invicta,Watches4,J424811-00152-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH GUNMETAL SIZE: WOMENS,1,$66.48,$265.92,,,,,,1481,no band 1,clasp link broken,entire band broken,,,,X,
,Watches,Invicta,Watches4,J428220-00466-01593,J428220,,INVICTA WOMENS ANGEL MORGANITE & DIAMOND PAVE BRACELET WATCH W/BOX SILVERTONE WOMENS,1,$770.00,$770.00,,,,,,1482,,2,bezel glued down,6.75,,,X,
,Watches,Adee Kaye - Oniss,Watches4,J419459-00021-01593,J419459,,ONISS WOMENS CERAMIC SWISS SQUARE CRYSTAL ACCENTED BRACELET WATCH PINK SIZE: WOMENS,1,$57.59,$57.59,,,,,,1483,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J405641-00003-04168,J405641,,INVICTA RESERVE MENS OCEAN REEF ELITE SWISS QUARTZ CHRONOGRAPH STAINLESS CASE & BRACELET WATCH BLACK SIZE: MENS,1,$135.80,$135.80,,,,,,1484,,2,bottom pusher little stuck,9,,,X,
,Watches,Invicta,Watches4,J410159-09540-04168,J410159,,INVICTA RESERVE MENS BOLT ZEUS SWISS CHRONOGRAPH  BRACELET WATCH ROSETONE MENS,1,$376.57,$376.57,,,,,,1485,,2,scuffs on sides of case,6.75,,,X,
,Watches,Invicta,Watches4,J426381-00006-04168,J426381,,INVICTA MENS SUBAQUA NOMA V SWISS MADE AUTOMATIC A07 GMT BRACELET WATCH BLUE MENS,1,1730,1730,,,,,,1486,,2,scratches on crystal scuffs on case. ,7.25,,,X,
,Watches,Invicta,Watches4,J417039-00003-00348,J417039,,INVICTA MID SUBAQUA SPORT QUARTZ CHRONOGRAPH STAINLESS BRACELET WATCH BLACK MID,1,$139.90,$139.90,,,,,,1487,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J91530-00003-00000,J91530,,STSTL WTCH INVICTA PRO DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH BLACK NO SIZE,1,$133.00,$399.00,,,,,,1488,no movement 1,stem broken inside movement,,6.75,,,X,
,Watches,Invicta,Watches4,J402449-00003-04168,J402449,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ DIVE CASE BLACK MENS,1,$177.00,$177.00,,,,,,1489,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J429941-12446-01593,J429941,,INVICTA WOMENS ANGEL BLACK SPINEL QUARTZ LIMITED EDITION BRACELET WATCH SILVERTONE / GOLDTONE WOMENS,1,$139.61,$139.61,,,,,,1490,,2,,6.5,,,X,
,Watches,Invicta,Watches4,J425283-00465-04168,J425283,,INVICTA MENS PRO DIVER RAZOR AUTOMATIC DATE BRACELET WATCH GOLDTONE SIZE: MENS,1,$106.21,$106.21,,,,,,1491,,2,scuffs on sides of case,7.25,,,X,
,Watches,Invicta,Watches4,J441889-00465-04168,J441889,,INVICTA MENS PRO DIVER OCEAN GHOST QUARTZ CARBON FIBER DIAL BRACELET WATCH W 3DC GOLDTONE MENS,1,$133.00,$133.00,,,,,,1492,no band 1,clasp is missing,,,,,X,
,Watches,Invicta,Watches4,J426897-00006-04168,J426897,,INVICTA RESERVE MENS JT VENOM SWISS CHRONO LMT ED TITANIUM CASE STRAP WATCH W/DC BLUE MENS,1,$645.00,$645.00,,,,,,1493,no movement 1,stem is broken,,,,,X,
,Watches,Invicta,Watches4,J432607-09540-01593,J432607,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE DIAMOND PAVE DIAL BRACELET WATCH ROSETONE WOMENS,1,$715.00,1430,,,,,,1494,,2,scuffs on case and band,6.75,,,X,
,Watches,Invicta,Watches4,J438490-00006-04168,J438490,,INVICTA MENS SPECIALTY SPORT DIVER POLYUREHTANE STRAP WATCH W/ 8DC BLUE MENS,1,$119.75,$119.75,,,,,,1495,,,,,,,X,
,Watches,Invicta,Watches4,J428988-00003-04168,J428988,,INVICTA RESERVE BOLT ZEUS SWISS DUBOIS DEPRAZ AUTOMATIC BRACELET WATCH BLACK MENS,1,1040,2080,,,,,,1496,,2,scuffs on case and band,7,,,X,
,Watches,Invicta,Watches4,J413429-00003-04168,J413429,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS CASE STRAP WATCH BLACK MENS,1,$163.50,$163.50,,,,,,1497,no movement 1,movement damaged,doesnt tic,,,,X,
,Watches,Invicta,Watches4,J434162-09540-04168,J434162,,INVICTA RESERVE MENS SUBAQUA NOMA I CHRONO SKELETON DIAL LTD ED WATCH W/ 8DC ROSETONE MENS,1,$356.50,$356.50,,,,,,1498,,2,,6.5,,,X,
,Watches,Invicta,Watches4,J416189-00006-01593,J416189,,INVICTA WOMENS SUBAQUA NOMA III ANATOMIC QUARTZ STRAP WATCH BLUE WOMENS,1,$217.50,$435.00,,,,,,1499,,2,,,,,X,
,Watches,Invicta,Watches4,J428496-00021-01593,J428496,,INVICTA WOMENS ANGEL DIVER QUARTZ DATE BRACELET WATCH PINK WOMENS,1,$104.50,$209.00,,,,,,1500,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J435758-00015-04168,J435758,,INVICTA MENS PRO SCUBA QUARTZ STAINLESS BRACELET WATCH W/ 1DC CHARCOAL MENS,1,$81.26,$81.26,,,,,,1501,no other 1,crystal is broken,movement works,8.25,,,X,
,Watches,Invicta,Watches4,J431083-09540-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE ROSETONE WOMENS,1,$61.23,$122.46,,,,,,1502,,2,scuffs on band,6.25,,,X,
,Watches,Invicta,Watches4,J432567-00003-04168,J432567,,INVICTA MENS SPECIALTY PYTHON MECHANICAL SKELETONIZED DIAL BRACELET WATCH BLACK MENS,1,$181.75,$545.25,,,,,,1503,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J405306-27328-01593,J405306,,INVICTA WOMENS ANGEL MOP DIAL CHRONOGRAPH STAINLESS STEEL BRACELET WATCH PLANTINUM MOP SIZE: WOMENS,1,$133.75,$401.25,,,,,,1504,,2,scuffs on case and band,6.25,,,X,
,Watches,Invicta,Watches4,J440111-00003-04168,J440111,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/ 1DC BLACK MENS,1,$75.23,$75.23,,,,,,1505,,2,,8,,,X,
,Watches,Invicta,Watches4,J441230-09540-01593,J441230,,INVICTA WOMENS PRO DIVER DIAMOND DEBUTANTE MOP BRACELET WATCH W/ TRAVEL BOX ROSETONE WOMENS,1,$118.89,$118.89,,,,,,1506,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J433821-00465-04168,J433821,,INVICTA MENS CUADRO QUARTZ MOVEMENT STAINLESS STEEL BRACELET WATCH GOLDTONE MENS,1,$99.04,$99.04,,,,,,1507,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J437622-00152-04168,J437622,,INVICTA MENS PRO DIVER ELEGANT DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH GUNMETAL MENS,1,$159.50,$478.50,,,,,,1508,,2,,7,,,X,
,Watches,Invicta,Watches4,J433101-00088-04168,J433101,,INVICTA RESERVE MENS ARSENAL SWISS CHRONO  STRAP WATCH W/8DC ORANGE MENS,1,$377.00,$377.00,,,,,,1509,,2,scuffs on bezel and case,,,,X,
,Watches,Invicta,Watches4,J436143-00466-01593,J436143,,INVICTA WOMENS ANGEL QUARTZ STAINLESS BRACELET WATCH W/ TRAVEL BOX SILVERTONE WOMENS,1,$92.53,$92.53,,,,,,1510,,2,missing bezel marker,6.5,,,X,
,Watches,Invicta,Watches4,J429933-00003-04168,J429933,,INVICTA MENS LUPAH DIVER QUARTZ CHRONO BRACELET WATCH BLACK MENS,1,$123.17,$246.34,,,,,,1511,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J431183-00003-04168,J431183,,INVICTA RESERVE MENS JASON TAYLOR EXCURSION SWISS QUARTZ CHRONO LMT ED WATCH BLACK MENS,1,$645.00,1290,,,,,,1512,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1513,,2,scuffs on band,6.5,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1514,n band 1,band is missing link,,,,,X,
,Watches,Invicta,Watches4,J407146-00005-04168,J407146,,INVICTA MENS S1 TOURING SWISS QUARTZ STAINLESS CASE STRAP WATCH RED SIZE: MENS,1,$199.21,$199.21,,,,,,1515,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J414612-00088-04168,J414612,,INVICTA MENS PRO DIVER QUARTZ CHRONOGRAPH 2PC INTERCHANGEABLE WATCH ORANGE SIZE: MENS,1,$159.76,$159.76,,,,,,1516,no other 1,both pushers are bent,chronograph doesnt work,8.5,,,X,
,Watches,Invicta,Watches4,J432567-00003-04168,J432567,,INVICTA MENS SPECIALTY PYTHON MECHANICAL SKELETONIZED DIAL BRACELET WATCH BLACK MENS,1,$181.75,$545.25,,,,,,1517,,2,,7,,,X,
,Watches,Invicta,Watches4,J432095-00104-04168,J432095,,INVICTA RESERVE MENS PRO DIVER SWISS A07 CHRONO STAINLESS BRACELET WATCH SAND MENS,1,1020,2040,,,,,,1518,,2,scratches on case,7.25,,,X,
,Watches,Android,Watches4,J433072-00006-00348,J433072,,TTV ANDROID GRAND/MID INTERCROSS AUTOMATIC INTERCHANGEABLE WATCH W/12 SLOT CASE BLUE MID,1,$149.71,$149.71,,,,,,1519,,2,,8,,,X,
,Watches,Misc Brand,Watches4,J436464-00466-04168,J436464,,CONSTANTIN WEISZ MENS MECHANICAL SKELETON MESH BRACELET WATCH SILVERTONE MENS,1,$88.60,$88.60,,,,,,1520,,2,,8.75,,,X,
,Watches,Invicta,Watches4,J432544-28982-01593,J432544,,INVICTA WOMENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/3DC TWO TONE WOMENS,1,$165.00,$330.00,,,,,,1521,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J416733-00466-01593,J416733,,TTV INVICTA WOMEN ANGEL STARLIGHT MOP DIAL BRACELET WATCH W/ 3 SLOT BOX SILVERTONE SIZE: WOMENS,1,$49.84,$49.84,,,,,,1522,no movement 1,bad movement,,6.25,,,X,
,Watches,Invicta,Watches4,J426383-00466-04168,J426383,,INVICTA MENS COALITION FORCES TRIGGER SWISS CHRONO 3PC STRAP SET SILVERTONE MENS,1,$446.36,$446.36,,,,,,1523,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J435756-09540-01593,J435756,,INVICTA WOMENS ANGEL QUARTZ STAINLESS STEEL BRAIDED BRACLET WATCH ROSETONE WOMENS,1,$96.00,$96.00,,,,,,1524,,2,scuffs,,,,X,
,Watches,Invicta,Watches4,J421829-00152-04168,J421829,,INVICTA MENS SUBAQUA NOMA IV SWISS CHRONO INTERCHANGEABLE 3 PC WATCH SET GUNMETAL SIZE: MENS,1,$625.00,$625.00,,,,,,1525,,2,,,,,X,
,Watches,Invicta,Watches4,J410592-00003-04168,J410592,,INVICTA MENS SEA SPIDER QUARTZ CHRONOGRAPH POLYURETHANE BRACELET WATCH BLACK SIZE: MENS,1,$168.50,$168.50,,,,,,1526,,2,scuffs on case dirt on band,7.25,,,X,
,Watches,Invicta,Watches4,J433410-00006-04168,J433410,,INVICTA RESERVE MENS SPECIALTY SUBAQUA SWISS QUARTZ CHRONO BRACELET WATCH BLUE MENS,1,$600.00,$600.00,,,,,,1527,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J431198-00006-04168,J431198,,INVICTA MENS SPECIALTY QUARTZ DAY & DATE STAINLESS BRACELET WATCH BLUE MENS,1,$132.50,$132.50,,,,,,1528,,2,,8.75,,,X,
,Watches,Invicta,Watches4,J431075-00466-01593,J431075,,INVICTA WOMENS ANGEL QUARTZ 7PC INTERCHANGEABLE STRAP WATCH SILVERTONE WOMENS,1,$48.67,$97.34,,,,,,1529,,2,,,,,X,
,Watches,Invicta,Watches4,J426522-11923-04168,J426522,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH WHITE MOP SIZE: MENS,1,$177.25,$177.25,,,,,,1530,no movement 1,movement doesnt work,,6.75,,,X,
,Watches,Invicta,Watches4,J410121-00003-04168,J410121,,INVICTA MENS RESERVE BOLT ZEUS SWISS MADE QUARTZ CHRONOGRAPH STAINLESS BRACELET BLACK SIZE: MENS,1,$359.15,$359.15,,,,,,1531,no movement 1,stem and crown missing,,7,,,X,
,Watches,Invicta,Watches4,J176115-00004-00074,J176115,,STSTL WTCH INVICTA WOMENS MINI PRO DIVER QUARTZ 18K GOLD IP BRACELET WHITE SIZE: LADIES,1,$82.50,$165.00,,,,,,1532,,2,,6,,,X,
,Watches,Invicta,Watches4,J431443-00465-04168,J431443,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO STAINLESS BRACELET WATCH GOLDTONE MENS,1,$99.48,$99.48,,,,,,1533,,2,chronograph does not reset to zero,7,,,X,
,Watches,Invicta,Watches4,J434642-00465-01593,J434642,,TTV INVICTA WOMENS ANGEL STARDUST MULTIFUNCTION MOP DIAL WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$59.65,$178.95,,,,,,1534,,2,,6,,,X,
,Watches,Invicta,Watches4,J434084-00466-04168,J434084,,INVICTA MENS CORDUBA IBIZA QUARTZ DATE & DAY CARBON FIBER DIAL PU STRAP WATCH SILVERTONE MENS,1,$185.49,$370.98,,,,,,1535,no band 1,missing lug link,,,,,X,
,Watches,Invicta,Watches4,J433445-00465-01593,J433445,,INVICTA WOMENS CORDUBA QUARTZ DATE STAINLESS BRACELET WATCH W/TRAVEL BOX GOLDTONE WOMENS,1,$79.60,$79.60,,,,,,1536,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J427846-09540-04168,J427846,,INVICTA MENS SUBAQUA NOMA V SWISS QUARTZ CHRONO SILICONE STRAP WATCH ROSETONE MENS,1,$690.00,$690.00,,,,,,1537,,2,,7,,,X,
,Watches,Invicta,Watches4,J429962-00020-04168,J429962,,INVICTA RESERVE MENS GRAND ARSENAL SWISS QUARTZ CHRONO STAINLESS BRACELET WATCH GREY MENS,1,$289.46,$289.46,,,,,,1538,no movement 1,stem is loose,,9,,,X,
,Watches,Invicta,Watches4,J433436-21080-04168,J433436,,INVICTA MENS AUSTRALIAN PRO DIVER SWISS QUARTZ CHRONO STAINLESS BRACELET WATCH BLUE / WHITE MENS,1,$203.75,$203.75,,,,,,1539,,2,,8,,,X,
,Watches,Invicta,Watches4,J428496-00006-01593,J428496,,INVICTA WOMENS ANGEL DIVER QUARTZ DATE BRACELET WATCH BLUE WOMENS,1,$104.50,$104.50,,,,,,1540,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J429557-00307-07260,J429557,,TTV INVICTA RESERVE PRO DIVER CHRONO NEON APATITE BEZEL LTD ED WATCH W/ 8DC TWO-TONE 47MM,1,$379.00,1137,,,,,,1541,,2,,,,,X,
,Watches,Invicta,Watches4,J435582-00020-04168,J435582,,TTV INVICTA MENS RUSSIAN DIVER ARTIST SERIES QUARTZ LTD ED STRAP WATCH W/8DC GREY MENS,1,$137.90,$137.90,,,,,,1542,,2,,8,,,X,
,Watches,Invicta,Watches4,J434642-00465-01593,J434642,,TTV INVICTA WOMENS ANGEL STARDUST MULTIFUNCTION MOP DIAL WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$59.65,$178.95,,,,,,1543,no movement 1,does not tic,,7.25,,,X,
,Watches,Invicta,Watches4,J423980-00006-00348,J423980,,INVICTA MID PRO DIVER CLASSIC QUARTZ DATE STAINLESS BRACELET WATCH BLUE SIZE: MID,1,$104.25,$208.50,,,,,,1544,no band 1,missing lug link,,,,,X,
,Watches,Invicta,Watches4,J424811-00007-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH BROWN SIZE: WOMENS,1,$66.48,$66.48,,,,,,1545,no band 1,clasp link broken,,,,,X,
,Watches,Invicta,Watches4,J418229-00007-04168,J418229,,TTV INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO STAINLESS BRACELET WATCH BROWN SIZE: MENS,1,$99.94,$99.94,,,,,,1546,,2,,9,,,X,
,Watches,Invicta,Watches4,J433110-27340-07260,J433110,,TTV INVICTA 47MM OCEAN GHOST VINTAGE 1.0 QUARTZ STAINLESS BRACELET WATCH W/8DC GUNMETAL / BLUE 47MM,1,$61.84,$123.68,,,,,,1547,,2,,6.25,,,,
